sample,fastq_1,fastq_2,strandedness
2360303+MEF_mock_IgG-RIP_1,fastq/2360303_JCC400_Feb2022_IAV_A1_S21_L003_R1_001.fastq.gz,fastq/2360303_JCC400_Feb2022_IAV_A1_S21_L003_R2_001.fastq.gz,reverse
2360303+MEF_mock_IgG-RIP_1,fastq/2360303_JCC400_Feb2022_IAV_A1_S21_L004_R1_001.fastq.gz,fastq/2360303_JCC400_Feb2022_IAV_A1_S21_L004_R2_001.fastq.gz,reverse
2360303+MEF_mock_IgG-RIP_1,fastq/2360303_JCC400_Feb2022_IAV_A1_S49_L001_R1_001.fastq.gz,fastq/2360303_JCC400_Feb2022_IAV_A1_S49_L001_R2_001.fastq.gz,reverse
2360303+MEF_mock_IgG-RIP_1,fastq/2360303_JCC400_Feb2022_IAV_A1_S49_L002_R1_001.fastq.gz,fastq/2360303_JCC400_Feb2022_IAV_A1_S49_L002_R2_001.fastq.gz,reverse
2360304+MEF_mock_Z22-RIP_1,fastq/2360304_JCC400_Feb2022_IAV_B1_S22_L003_R1_001.fastq.gz,fastq/2360304_JCC400_Feb2022_IAV_B1_S22_L003_R2_001.fastq.gz,reverse
2360304+MEF_mock_Z22-RIP_1,fastq/2360304_JCC400_Feb2022_IAV_B1_S22_L004_R1_001.fastq.gz,fastq/2360304_JCC400_Feb2022_IAV_B1_S22_L004_R2_001.fastq.gz,reverse
2360304+MEF_mock_Z22-RIP_1,fastq/2360304_JCC400_Feb2022_IAV_B1_S50_L001_R1_001.fastq.gz,fastq/2360304_JCC400_Feb2022_IAV_B1_S50_L001_R2_001.fastq.gz,reverse
2360304+MEF_mock_Z22-RIP_1,fastq/2360304_JCC400_Feb2022_IAV_B1_S50_L002_R1_001.fastq.gz,fastq/2360304_JCC400_Feb2022_IAV_B1_S50_L002_R2_001.fastq.gz,reverse
2360305+MEF_mock_FLAG-RIP_1,fastq/2360305_JCC400_Feb2022_IAV_C1_S5_L001_R1_001.fastq.gz,fastq/2360305_JCC400_Feb2022_IAV_C1_S5_L001_R2_001.fastq.gz,reverse
2360305+MEF_mock_FLAG-RIP_1,fastq/2360305_JCC400_Feb2022_IAV_C1_S5_L002_R1_001.fastq.gz,fastq/2360305_JCC400_Feb2022_IAV_C1_S5_L002_R2_001.fastq.gz,reverse
2360305+MEF_mock_FLAG-RIP_1,fastq/2360305_JCC400_Feb2022_IAV_C1_S51_L001_R1_001.fastq.gz,fastq/2360305_JCC400_Feb2022_IAV_C1_S51_L001_R2_001.fastq.gz,reverse
2360305+MEF_mock_FLAG-RIP_1,fastq/2360305_JCC400_Feb2022_IAV_C1_S51_L002_R1_001.fastq.gz,fastq/2360305_JCC400_Feb2022_IAV_C1_S51_L002_R2_001.fastq.gz,reverse
2360306+MEF_IAV_IgG-RIP_1,fastq/2360306_JCC400_Feb2022_IAV_D1_S52_L001_R1_001.fastq.gz,fastq/2360306_JCC400_Feb2022_IAV_D1_S52_L001_R2_001.fastq.gz,reverse
2360306+MEF_IAV_IgG-RIP_1,fastq/2360306_JCC400_Feb2022_IAV_D1_S52_L002_R1_001.fastq.gz,fastq/2360306_JCC400_Feb2022_IAV_D1_S52_L002_R2_001.fastq.gz,reverse
2360306+MEF_IAV_IgG-RIP_1,fastq/2360306_JCC400_Feb2022_IAV_D1_S6_L001_R1_001.fastq.gz,fastq/2360306_JCC400_Feb2022_IAV_D1_S6_L001_R2_001.fastq.gz,reverse
2360306+MEF_IAV_IgG-RIP_1,fastq/2360306_JCC400_Feb2022_IAV_D1_S6_L002_R1_001.fastq.gz,fastq/2360306_JCC400_Feb2022_IAV_D1_S6_L002_R2_001.fastq.gz,reverse
2360307+MEF_IAV_Z22-RIP_1,fastq/2360307_JCC400_Feb2022_IAV_E1_S53_L001_R1_001.fastq.gz,fastq/2360307_JCC400_Feb2022_IAV_E1_S53_L001_R2_001.fastq.gz,reverse
2360307+MEF_IAV_Z22-RIP_1,fastq/2360307_JCC400_Feb2022_IAV_E1_S53_L002_R1_001.fastq.gz,fastq/2360307_JCC400_Feb2022_IAV_E1_S53_L002_R2_001.fastq.gz,reverse
2360307+MEF_IAV_Z22-RIP_1,fastq/2360307_JCC400_Feb2022_IAV_E1_S7_L001_R1_001.fastq.gz,fastq/2360307_JCC400_Feb2022_IAV_E1_S7_L001_R2_001.fastq.gz,reverse
2360307+MEF_IAV_Z22-RIP_1,fastq/2360307_JCC400_Feb2022_IAV_E1_S7_L002_R1_001.fastq.gz,fastq/2360307_JCC400_Feb2022_IAV_E1_S7_L002_R2_001.fastq.gz,reverse
2360308+MEF_IAV_FLAG-RIP_1,fastq/2360308_JCC400_Feb2022_IAV_F1_S54_L001_R1_001.fastq.gz,fastq/2360308_JCC400_Feb2022_IAV_F1_S54_L001_R2_001.fastq.gz,reverse
2360308+MEF_IAV_FLAG-RIP_1,fastq/2360308_JCC400_Feb2022_IAV_F1_S54_L002_R1_001.fastq.gz,fastq/2360308_JCC400_Feb2022_IAV_F1_S54_L002_R2_001.fastq.gz,reverse
2360308+MEF_IAV_FLAG-RIP_1,fastq/2360308_JCC400_Feb2022_IAV_F1_S8_L001_R1_001.fastq.gz,fastq/2360308_JCC400_Feb2022_IAV_F1_S8_L001_R2_001.fastq.gz,reverse
2360308+MEF_IAV_FLAG-RIP_1,fastq/2360308_JCC400_Feb2022_IAV_F1_S8_L002_R1_001.fastq.gz,fastq/2360308_JCC400_Feb2022_IAV_F1_S8_L002_R2_001.fastq.gz,reverse
2360309+MEF_mock_IgG-RIP_2,fastq/2360309_JCC400_Feb2022_IAV_G1_S23_L003_R1_001.fastq.gz,fastq/2360309_JCC400_Feb2022_IAV_G1_S23_L003_R2_001.fastq.gz,reverse
2360309+MEF_mock_IgG-RIP_2,fastq/2360309_JCC400_Feb2022_IAV_G1_S23_L004_R1_001.fastq.gz,fastq/2360309_JCC400_Feb2022_IAV_G1_S23_L004_R2_001.fastq.gz,reverse
2360309+MEF_mock_IgG-RIP_2,fastq/2360309_JCC400_Feb2022_IAV_G1_S55_L001_R1_001.fastq.gz,fastq/2360309_JCC400_Feb2022_IAV_G1_S55_L001_R2_001.fastq.gz,reverse
2360309+MEF_mock_IgG-RIP_2,fastq/2360309_JCC400_Feb2022_IAV_G1_S55_L002_R1_001.fastq.gz,fastq/2360309_JCC400_Feb2022_IAV_G1_S55_L002_R2_001.fastq.gz,reverse
2360310+MEF_mock_Z22-RIP_2,fastq/2360310_JCC400_Feb2022_IAV_H1_S24_L003_R1_001.fastq.gz,fastq/2360310_JCC400_Feb2022_IAV_H1_S24_L003_R2_001.fastq.gz,reverse
2360310+MEF_mock_Z22-RIP_2,fastq/2360310_JCC400_Feb2022_IAV_H1_S24_L004_R1_001.fastq.gz,fastq/2360310_JCC400_Feb2022_IAV_H1_S24_L004_R2_001.fastq.gz,reverse
2360310+MEF_mock_Z22-RIP_2,fastq/2360310_JCC400_Feb2022_IAV_H1_S56_L001_R1_001.fastq.gz,fastq/2360310_JCC400_Feb2022_IAV_H1_S56_L001_R2_001.fastq.gz,reverse
2360310+MEF_mock_Z22-RIP_2,fastq/2360310_JCC400_Feb2022_IAV_H1_S56_L002_R1_001.fastq.gz,fastq/2360310_JCC400_Feb2022_IAV_H1_S56_L002_R2_001.fastq.gz,reverse
2360311+MEF_mock_FLAG-RIP_2,fastq/2360311_JCC400_Feb2022_IAV_A2_S57_L001_R1_001.fastq.gz,fastq/2360311_JCC400_Feb2022_IAV_A2_S57_L001_R2_001.fastq.gz,reverse
2360311+MEF_mock_FLAG-RIP_2,fastq/2360311_JCC400_Feb2022_IAV_A2_S57_L002_R1_001.fastq.gz,fastq/2360311_JCC400_Feb2022_IAV_A2_S57_L002_R2_001.fastq.gz,reverse
2360311+MEF_mock_FLAG-RIP_2,fastq/2360311_JCC400_Feb2022_IAV_A2_S9_L001_R1_001.fastq.gz,fastq/2360311_JCC400_Feb2022_IAV_A2_S9_L001_R2_001.fastq.gz,reverse
2360311+MEF_mock_FLAG-RIP_2,fastq/2360311_JCC400_Feb2022_IAV_A2_S9_L002_R1_001.fastq.gz,fastq/2360311_JCC400_Feb2022_IAV_A2_S9_L002_R2_001.fastq.gz,reverse
2360312+MEF_IAV_IgG-RIP_2,fastq/2360312_JCC400_Feb2022_IAV_B2_S10_L001_R1_001.fastq.gz,fastq/2360312_JCC400_Feb2022_IAV_B2_S10_L001_R2_001.fastq.gz,reverse
2360312+MEF_IAV_IgG-RIP_2,fastq/2360312_JCC400_Feb2022_IAV_B2_S10_L002_R1_001.fastq.gz,fastq/2360312_JCC400_Feb2022_IAV_B2_S10_L002_R2_001.fastq.gz,reverse
2360312+MEF_IAV_IgG-RIP_2,fastq/2360312_JCC400_Feb2022_IAV_B2_S58_L001_R1_001.fastq.gz,fastq/2360312_JCC400_Feb2022_IAV_B2_S58_L001_R2_001.fastq.gz,reverse
2360312+MEF_IAV_IgG-RIP_2,fastq/2360312_JCC400_Feb2022_IAV_B2_S58_L002_R1_001.fastq.gz,fastq/2360312_JCC400_Feb2022_IAV_B2_S58_L002_R2_001.fastq.gz,reverse
2360313+MEF_IAV_Z22-RIP_2,fastq/2360313_JCC400_Feb2022_IAV_C2_S11_L001_R1_001.fastq.gz,fastq/2360313_JCC400_Feb2022_IAV_C2_S11_L001_R2_001.fastq.gz,reverse
2360313+MEF_IAV_Z22-RIP_2,fastq/2360313_JCC400_Feb2022_IAV_C2_S11_L002_R1_001.fastq.gz,fastq/2360313_JCC400_Feb2022_IAV_C2_S11_L002_R2_001.fastq.gz,reverse
2360313+MEF_IAV_Z22-RIP_2,fastq/2360313_JCC400_Feb2022_IAV_C2_S59_L001_R1_001.fastq.gz,fastq/2360313_JCC400_Feb2022_IAV_C2_S59_L001_R2_001.fastq.gz,reverse
2360313+MEF_IAV_Z22-RIP_2,fastq/2360313_JCC400_Feb2022_IAV_C2_S59_L002_R1_001.fastq.gz,fastq/2360313_JCC400_Feb2022_IAV_C2_S59_L002_R2_001.fastq.gz,reverse
2360314+MEF_IAV_FLAG-RIP_2,fastq/2360314_JCC400_Feb2022_IAV_D2_S12_L001_R1_001.fastq.gz,fastq/2360314_JCC400_Feb2022_IAV_D2_S12_L001_R2_001.fastq.gz,reverse
2360314+MEF_IAV_FLAG-RIP_2,fastq/2360314_JCC400_Feb2022_IAV_D2_S12_L002_R1_001.fastq.gz,fastq/2360314_JCC400_Feb2022_IAV_D2_S12_L002_R2_001.fastq.gz,reverse
2360314+MEF_IAV_FLAG-RIP_2,fastq/2360314_JCC400_Feb2022_IAV_D2_S60_L001_R1_001.fastq.gz,fastq/2360314_JCC400_Feb2022_IAV_D2_S60_L001_R2_001.fastq.gz,reverse
2360314+MEF_IAV_FLAG-RIP_2,fastq/2360314_JCC400_Feb2022_IAV_D2_S60_L002_R1_001.fastq.gz,fastq/2360314_JCC400_Feb2022_IAV_D2_S60_L002_R2_001.fastq.gz,reverse
2360315+MEF_mock_input_1,fastq/2360315_JCC400_Feb2022_IAV_E2_S25_L003_R1_001.fastq.gz,fastq/2360315_JCC400_Feb2022_IAV_E2_S25_L003_R2_001.fastq.gz,reverse
2360315+MEF_mock_input_1,fastq/2360315_JCC400_Feb2022_IAV_E2_S25_L004_R1_001.fastq.gz,fastq/2360315_JCC400_Feb2022_IAV_E2_S25_L004_R2_001.fastq.gz,reverse
2360315+MEF_mock_input_1,fastq/2360315_JCC400_Feb2022_IAV_E2_S61_L001_R1_001.fastq.gz,fastq/2360315_JCC400_Feb2022_IAV_E2_S61_L001_R2_001.fastq.gz,reverse
2360315+MEF_mock_input_1,fastq/2360315_JCC400_Feb2022_IAV_E2_S61_L002_R1_001.fastq.gz,fastq/2360315_JCC400_Feb2022_IAV_E2_S61_L002_R2_001.fastq.gz,reverse
2360316+MEF_mock_input_1,fastq/2360316_JCC400_Feb2022_IAV_F2_S13_L001_R1_001.fastq.gz,fastq/2360316_JCC400_Feb2022_IAV_F2_S13_L001_R2_001.fastq.gz,reverse
2360316+MEF_mock_input_1,fastq/2360316_JCC400_Feb2022_IAV_F2_S13_L002_R1_001.fastq.gz,fastq/2360316_JCC400_Feb2022_IAV_F2_S13_L002_R2_001.fastq.gz,reverse
2360316+MEF_mock_input_1,fastq/2360316_JCC400_Feb2022_IAV_F2_S62_L001_R1_001.fastq.gz,fastq/2360316_JCC400_Feb2022_IAV_F2_S62_L001_R2_001.fastq.gz,reverse
2360316+MEF_mock_input_1,fastq/2360316_JCC400_Feb2022_IAV_F2_S62_L002_R1_001.fastq.gz,fastq/2360316_JCC400_Feb2022_IAV_F2_S62_L002_R2_001.fastq.gz,reverse
2360317+MEF_mock_input_1,fastq/2360317_JCC400_Feb2022_IAV_G2_S14_L001_R1_001.fastq.gz,fastq/2360317_JCC400_Feb2022_IAV_G2_S14_L001_R2_001.fastq.gz,reverse
2360317+MEF_mock_input_1,fastq/2360317_JCC400_Feb2022_IAV_G2_S14_L002_R1_001.fastq.gz,fastq/2360317_JCC400_Feb2022_IAV_G2_S14_L002_R2_001.fastq.gz,reverse
2360317+MEF_mock_input_1,fastq/2360317_JCC400_Feb2022_IAV_G2_S63_L001_R1_001.fastq.gz,fastq/2360317_JCC400_Feb2022_IAV_G2_S63_L001_R2_001.fastq.gz,reverse
2360317+MEF_mock_input_1,fastq/2360317_JCC400_Feb2022_IAV_G2_S63_L002_R1_001.fastq.gz,fastq/2360317_JCC400_Feb2022_IAV_G2_S63_L002_R2_001.fastq.gz,reverse
2360318+MEF_IAV_input_1,fastq/2360318_JCC400_Feb2022_IAV_H2_S64_L001_R1_001.fastq.gz,fastq/2360318_JCC400_Feb2022_IAV_H2_S64_L001_R2_001.fastq.gz,reverse
2360318+MEF_IAV_input_1,fastq/2360318_JCC400_Feb2022_IAV_H2_S64_L002_R1_001.fastq.gz,fastq/2360318_JCC400_Feb2022_IAV_H2_S64_L002_R2_001.fastq.gz,reverse
2360319+MEF_IAV_input_1,fastq/2360319_JCC400_Feb2022_IAV_A3_S26_L003_R1_001.fastq.gz,fastq/2360319_JCC400_Feb2022_IAV_A3_S26_L003_R2_001.fastq.gz,reverse
2360319+MEF_IAV_input_1,fastq/2360319_JCC400_Feb2022_IAV_A3_S26_L004_R1_001.fastq.gz,fastq/2360319_JCC400_Feb2022_IAV_A3_S26_L004_R2_001.fastq.gz,reverse
2360319+MEF_IAV_input_1,fastq/2360319_JCC400_Feb2022_IAV_A3_S65_L001_R1_001.fastq.gz,fastq/2360319_JCC400_Feb2022_IAV_A3_S65_L001_R2_001.fastq.gz,reverse
2360319+MEF_IAV_input_1,fastq/2360319_JCC400_Feb2022_IAV_A3_S65_L002_R1_001.fastq.gz,fastq/2360319_JCC400_Feb2022_IAV_A3_S65_L002_R2_001.fastq.gz,reverse
2360320+MEF_IAV_input_1,fastq/2360320_JCC400_Feb2022_IAV_B3_S15_L001_R1_001.fastq.gz,fastq/2360320_JCC400_Feb2022_IAV_B3_S15_L001_R2_001.fastq.gz,reverse
2360320+MEF_IAV_input_1,fastq/2360320_JCC400_Feb2022_IAV_B3_S15_L002_R1_001.fastq.gz,fastq/2360320_JCC400_Feb2022_IAV_B3_S15_L002_R2_001.fastq.gz,reverse
